,price,city,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost
1534,"160,050 ₪",נתניה,אאודי A1 A1 STYLE,2017,999 ליטר בנזין,"122,000",2,אוטומטי,שחור,ליסינג,2 חודשים,"1,835 ₪"
1535,"130,000 ₪",עראבה,יונדאי I25 I25 INSPIRE,2018,1368 ליטר בנזין,"120,000",1,אוטומטי,שחור,השכרה,5 חודשים,"1,353 ₪"
1536,"111,899 ₪",ראשון לציון,יונדאי טוסון TUCSON OPEN SKY,2017,1999 ליטר בנזין,"80,000",2,אוטומטי,שחור,פרטית,5 חודשים,"2,019 ₪"
1537,"125,200 ₪",מאיפה שנוח לך בארץ,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"36,269",1,אוטומטי,לבן,פרטית,2 חודשים,"1,835 ₪"
1538,"117,500 ₪",קרית אתא,רנו קליאו CLIO LIFE,2019,1197 ליטר בנזין,"75,000",1,אוטומטי,שנהב לבן,ליסינג,3 חודשים,"1,102 ₪"
1539,"115,900 ₪",פתח תקווה,סיאט ארונה ARONA STYLE,2019,999 ליטר בנזין,"89,033",1,אוטומטי,לבן,אחר,7 חודשים,"1,353 ₪"
1540,"95,000 ₪",לוד,סקודה סופרב SUPERB SPORTLINE,2018,1984 ליטר בנזין,"160,000",2,אוטומטי,אפור מטל,פרטית,6 חודשים,"2,563 ₪"
1541,"258,990 ₪",נתניה,טויוטה קורולה HSD SDN SUN,2020,1798 ליטר בנזין,"118,367",1,אוטומטי,כסף מטלי,ליסינג,3 חודשים,"1,811 ₪"
1542,"27,900 ₪",ראשון לציון,ניסאן קשקאי QASHQAI ACENTA,2019,1332 ליטר בנזין,"174,039",1,אוטומטי,אפור מטאלי,ליסינג,7 חודשים,"1,835 ₪"
1543,"120,900 ₪",פתח תקווה,סקודה קארוק KAROQ AMBITION,2020,1498 ליטר בנזין,"38,000",1,אוטומטי,אפור כהה,פרטית,5 חודשים,"2,130 ₪"
1544,"75,000 ₪",ירושלים,סיטרואן C3 C3 SHINE PK,2017,1199 ליטר בנזין,"94,000",1,אוטומטי,כחול,פרטית,2 חודשים,"1,102 ₪"
1545,"189,000 ₪",איכסאל,ג'יפ גראנד צ'ירוקי L ALTITUDE,2022,3604 ליטר בנזין,0,1,אוטומטי,כסוף,פרטית,0,"4,731 ₪"
1546,"64,000 ₪",נתניה,ג'יפ גראנד צ'ירוקי GRAND CHEROKEE LIMITED,2019,3604 ליטר בנזין,"52,000",2,אוטומטי,שנהב לבן,ליסינג,4 חודשים,"3,357 ₪"
1547,"99,900 ₪",עפולה,סקודה קארוק KAROQ EXCLUSIVE,2018,1968 ליטר דיזל,"133,000",2,אוטומטי,אפור מטל,פרטית,0,"2,019 ₪"
1548,"60,000 ₪",נתניה,טויוטה RAV4 RAV 4 PREMIUM TSS,2018,1987 ליטר בנזין,"63,000",2,אוטומטי,שחור מטלי,פרטית,3 חודשים,"2,019 ₪"
1549,"107,000 ₪",נתניה,קיה ספורטז' SPORTAGE TURBO TOP,2021,1591 ליטר בנזין,"6,000",2,אוטומטי,שחור,פרטית,5 חודשים,"2,130 ₪"
1550,"126,900 ₪",חיפה,יונדאי איוניק HYBRID PREMIUM FL,2020,1580 ליטר בנזין,"110,000",2,אוטומטי,שחור,פרטית,0,"1,811 ₪"
1551,"60,000 ₪",ראשון לציון,סקודה קארוק KAROQ AMBITION,2020,1498 ליטר בנזין,"88,561",1,אוטומטי,כסוף,אחר,6 חודשים,"2,130 ₪"
1552,"97,000 ₪",מאיפה שנוח לך בארץ,מזדה CX-5 CX-5 COMFORT,2019,1998 ליטר בנזין,"45,460",1,אוטומטי,לבן,פרטית,8 חודשים,"2,019 ₪"
1553,"180,000 ₪",עפולה,סובארו פורסטר FORESTER X,2015,1995 ליטר בנזין,"144,104",2,אוטומטי,לבן,פרטית,2 חודשים,"1,693 ₪"
1554,"113,900 ₪",חדרה,יונדאי I30 I30 INSPIRE,2014,1591 ליטר בנזין,"154,000",1,אוטומטי,כסף,ליסינג,1 חודשים,"1,424 ₪"
1555,"82,900 ₪",חדרה,סיטרואן C5 AIRCROSS C5 AIRCROSS FEEL,2020,1499 ליטר דיזל,"80,000",1,אוטומטי,שנהב לבן,ליסינג,8 חודשים,"2,130 ₪"
1556,"125,900 ₪",ראשון לציון,מזדה 2 MAZDA 2 ACTIVE,2011,1498 ליטר בנזין,"142,000",2,אוטומטי,כחול בהיר,פרטית,7 חודשים,0
1557,"60,900 ₪",פתח תקווה,מזדה 3 MAZDA3 PREMIUM,2022,1998 ליטר בנזין,"18,000",1,אוטומטי,שנהב לבן,פרטית,3 חודשים,"2,130 ₪"
1558,"402,453 ₪",נתניה,יונדאי אקסנט ACCENT INSPIRE,2020,1591 ליטר בנזין,"73,903",1,אוטומטי,כסף,ליסינג,8 חודשים,"1,529 ₪"
1559,"252,000 ₪",נתניה,פיג'ו 3008 3008 ACTIVE,2019,1199 ליטר בנזין,"121,228",1,אוטומטי,אפור,ליסינג,1 חודשים,"1,835 ₪"
1560,"133,200 ₪",עפולה,קיה ספורטז' SPORTAGE URBAN,2016,1999 ליטר בנזין,"80,300",2,אוטומטי,כסף,פרטית,2 חודשים,"1,584 ₪"
1561,"118,000 ₪",עיספיא,מזדה CX-5 CX-5 PREMIUM,2018,2488 ליטר בנזין,"50,000",2,אוטומטי,כחול,פרטית,0,"2,563 ₪"
1562,"166,500 ₪",ראשון לציון,טויוטה קורולה SDN SUN,2019,1598 ליטר בנזין,"75,000",2,אוטומטי,כסוף כהה מטלי,פרטית,2 חודשים,"1,604 ₪"
1563,"106,000 ₪",ראשון לציון,סקודה אוקטביה OCTAVIA AMBIENTE,2009,1595 ליטר בנזין,"230,000",2,אוטומטי,תכלת,פרטית,1 חודשים,"1,262 ₪"
1564,"140,000 ₪",מאיפה שנוח לך בארץ,טויוטה היילקס HILUX SR,2004,2494 ליטר דיזל,"395,000",4,אוטומטי,לא ידוע,פרטית,10 חודשים,"1,427 ₪"
1565,"138,900 ₪",חיפה,סקודה אניאק ENYAQ 80 ECOSUITE,2022,חשמלי,"20,000",1,אוטומטי,אפור בהיר מטלי,פרטית,11 חודשים,"3,366 ₪"
1566,"84,900 ₪",פתח תקווה,יונדאי סונטה HYBRID LIMITED,2021,1999 ליטר בנזין,"49,000",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,0
1567,"37,000 ₪",אבן יהודה,קיה ספורטז' SPORTAGE URBAN,2016,1591 ליטר בנזין,"135,000",2,אוטומטי,לבן,פרטית,3 חודשים,"1,424 ₪"
1568,"110,000 ₪",פתח תקווה,טויוטה יאריס HYBRID ECO,2021,1490 ליטר בנזין,"38,000",1,אוטומטי,כסף מטלי,ליסינג,0,"1,529 ₪"
1569,"28,000 ₪",חולון,סיאט איביזה IBIZA STYLE,2020,999 ליטר בנזין,"64,500",1,אוטומטי,שנהב לבן,פרטית,0,"1,235 ₪"
1570,"157,000 ₪",נתניה,קיה ספורטז' SPORTAGE PREMIUM GT,2018,1591 ליטר בנזין,"61,000",2,אוטומטי,אפור,פרטית,6 חודשים,"2,019 ₪"
1571,"88,900 ₪",חיפה,קיה סטוניק STONIC LX,2019,998 ליטר בנזין,"106,000",2,אוטומטי,שנהב לבן,ליסינג,6 חודשים,"1,353 ₪"
1572,"92,900 ₪",חדרה,יונדאי קונה KONA PRESTIGE,2021,1598 ליטר בנזין,"39,000",1,אוטומטי,אפור,פרטית,12 חודשים,"1,811 ₪"
1573,"90,900 ₪",פתח תקווה,מזדה 6 MAZDA 6 LUXURY,2014,1998 ליטר בנזין,"180,000",2,אוטומטי,שנהב לבן,פרטית,2 חודשים,"1,693 ₪"
1574,"148,900 ₪",ראשון לציון,סקודה אוקטביה OCTAVIA AMBITION,2016,1197 ליטר בנזין,"110,000",2,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,424 ₪"
1575,"108,000 ₪",עפולה,מזדה 2 MAZDA 2 DEMIO COMFOR,2020,1496 ליטר בנזין,"49,000",1,אוטומטי,אפור,ליסינג,11 חודשים,"1,353 ₪"
1576,"16,000 ₪",אזור,מרצדס GLA קלאס GLA180 EXCLUSIVE NR,2022,1332 ליטר בנזין,"6,000",1,אוטומטי,שנהב לבן,ליסינג,2 חודשים,"3,366 ₪"
1577,"34,900 ₪",חיפה,סיטרואן ברלינגו BERLINGO SHINE,2019,1499 ליטר דיזל,"138,000",2,אוטומטי,רב גווני,ליסינג,9 חודשים,"1,835 ₪"
1578,"269,900 ₪",ראשון לציון,ג'יפ רנגלר WRANGLER 2D SPORT S,2022,1995 ליטר בנזין,"10,000",2,אוטומטי,אפור,פרטית,2 חודשים,"4,731 ₪"
1579,"179,900 ₪",חיפה,קאדילאק XT5 XT5 LUXURY,2017,3649 ליטר בנזין,"150,000",2,אוטומטי,בז מטאלי,פרטית,0,"3,357 ₪"
1580,"78,000 ₪",נתניה,ב מ וו X5 XDRIVE 40E EXECUTIVE,2019,1997 ליטר חשמל/בנזין,"54,000",3,אוטומטי,שחור מטלי,פרטית,1 חודשים,"3,357 ₪"
1581,"105,000 ₪",נתניה,פיג'ו 3008 3008 ACTIVE,2020,1199 ליטר בנזין,"43,080",1,אוטומטי,חום,פרטית,5 חודשים,"2,130 ₪"
1582,"87,999 ₪",חיפה,ניסאן קשקאי QASHQAI ACENTA-TECH,2019,1332 ליטר בנזין,"60,000",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,835 ₪"
1583,"115,000 ₪",רמלה,יונדאי I20 I20 PRIME,2022,998 ליטר בנזין,"8,000",1,אוטומטי,כסף,ליסינג,5 חודשים,"1,529 ₪"
1584,"89,000 ₪",נתניה,טויוטה יאריס YARIS STYLE,2015,1329 ליטר בנזין,"97,000",2,אוטומטי,כסף מטלי,פרטית,1 חודשים,"1,205 ₪"
1585,"127,000 ₪",ראשון לציון,מיצובישי אקליפס קרוס ECLIPSE CROSS INSTYLE,2022,1499 ליטר בנזין,"11,170",1,אוטומטי,שחור,פרטית,5 חודשים,"2,417 ₪"
1586,"48,000 ₪",טמרה,פיג'ו 3008 3008 ACTIVE,2018,1560 ליטר דיזל,"89,000",2,אוטומטי,אפור,פרטית,0,"1,835 ₪"
1587,"63,000 ₪",נתניה,קיה פיקנטו PICANTO GT LINE,2019,1248 ליטר בנזין,"64,031",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"1,102 ₪"
1588,"83,000 ₪",רעננה,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,"128,750",1,אוטומטי,לבן,אחר,11 חודשים,"1,604 ₪"
1589,"239,990 ₪",נתניה,סיאט אטקה ATECA STYLE PLUS,2019,1395 ליטר בנזין,"78,050",1,אוטומטי,זהב מטאלי,פרטית,0,"1,811 ₪"
1590,"114,999 ₪",נתניה,ב מ וו סדרה 4 420I M SPORT,2022,1998 ליטר בנזין,"13,000",1,אוטומטי,שחור,פרטית,0,"4,731 ₪"
1591,"295,000 ₪",נתניה,ניסאן X TRAIL X-TRAIL VISIA,2016,1598 ליטר דיזל,"142,237",1,אוטומטי,אדום,פרטית,0,"2,019 ₪"
1592,"133,900 ₪",ראשון לציון,אלפא רומיאו מיטו ALFA MITO DISTINCTIVE,2011,1368 ליטר בנזין,"140,000",2,אוטומטי,שנהב לבן,פרטית,0,"1,427 ₪"
1593,"315,000 ₪",נתניה,יונדאי איוניק HYBRID PREMIUM,2018,1580 ליטר בנזין,"112,000",1,אוטומטי,כסוף כהה,פרטית,1 חודשים,"1,604 ₪"
1594,"116,900 ₪",פתח תקווה,פיג'ו 3008 3008 ACTIVE,2020,1499 ליטר דיזל,"41,102",1,אוטומטי,שנהב לבן,פרטית,3 חודשים,"2,130 ₪"
1595,"119,000 ₪",נתניה,סוזוקי ויטארה VITARA GLX,2021,1373 ליטר בנזין,"9,000",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"1,811 ₪"
1596,"108,900 ₪",נתניה,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"82,721",2,אוטומטי,כסף,פרטית,0,"1,835 ₪"
1597,"59,900 ₪",ראשון לציון,ניסאן X TRAIL X-TRAIL TEKNA,2017,1598 ליטר דיזל,"130,000",1,אוטומטי,שנהב לבן,פרטית,9 חודשים,"2,019 ₪"
1598,"157,900 ₪",חיפה,קיה סטוניק STONIC LX,2019,998 ליטר בנזין,"52,000",2,אוטומטי,כסף,פרטית,7 חודשים,"1,353 ₪"
1599,"103,900 ₪",נתניה,מרצדס E קלאס E350E EDITION,2017,1991 ליטר חשמל/בנזין,"61,000",1,אוטומטי,אפור עכבר,פרטית,5 חודשים,"3,357 ₪"
1600,"78,900 ₪",רמת השרון,פיג'ו 3008 3008 PREMIUM,2018,1560 ליטר דיזל,"71,074",1,אוטומטי,אפור כהה,פרטית,12 חודשים,"2,019 ₪"
1601,"97,000 ₪",מאיפה שנוח לך בארץ,פולקסווגן ג'טה JETTA TRENDLINE,2016,1197 ליטר בנזין,"154,000",1,אוטומטי,שחור מטלי,ליסינג,5 חודשים,"1,424 ₪"
1602,"113,900 ₪",רמת השרון,מזדה CX-5 CX-5 EXECUTIVE,2017,1998 ליטר בנזין,"89,969",2,אוטומטי,כסף,פרטית,4 חודשים,"2,019 ₪"
1603,"410,000 ₪",נתניה,פיג'ו 208 208 ACTIVE PRO,2018,1199 ליטר בנזין,"108,000",1,אוטומטי,כסף,פרטית,1 חודשים,"1,353 ₪"
1604,"92,900 ₪",ראשון לציון,איסוזו D-Max PICK - UP S,2017,2499 ליטר דיזל,"170,000",1,אוטומטי,כסף מטלי,ליסינג,0,"2,563 ₪"
1605,"33,000 ₪",חיפה,קיה ספורטז' SPORTAGE URBAN,2017,1999 ליטר בנזין,"125,084",1,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,835 ₪"
1606,"81,000 ₪",חולון,מזדה 3 MAZDA 3 ACTIVE,2011,1598 ליטר בנזין,"112,820",2,אוטומטי,כחול,ליסינג,0,"1,262 ₪"
1607,"136,900 ₪",חיפה,ניסאן X TRAIL X-TRAIL TEKNA,2017,1598 ליטר דיזל,"45,000",1,אוטומטי,אפור מטל,פרטית,5 חודשים,"2,019 ₪"
1608,"119,000 ₪",נתניה,פורד אדג' EDGE SEL PLUS,2012,3496 ליטר בנזין,"238,000",2,אוטומטי,כסף מטלי,ליסינג,11 חודשים,"1,508 ₪"
1609,"117,900 ₪",ראשון לציון,דאציה דאסטר DUSTER LAUREATE,2020,1461 ליטר דיזל,"55,000",1,ידני,שנהב לבן,פרטית,5 חודשים,"1,811 ₪"
1610,"128,000 ₪",איכסאל,טסלה MODEL 3 MODEL 3 LONG RANGE,2021,חשמלי,"35,000",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"3,366 ₪"
1611,"89,000 ₪",נתניה,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,"42,000",1,אוטומטי,אפור מטל,ליסינג,2 חודשים,"1,604 ₪"
1612,"232,703 ₪",נתניה,יונדאי איוניק HYBRID PREMIUM,2017,1580 ליטר בנזין,"129,000",2,אוטומטי,אפור,ליסינג,1 חודשים,"1,604 ₪"
1613,"116,900 ₪",ראשון לציון,סובארו פורסטר FORESTER 2.0Z,2017,1995 ליטר בנזין,"107,654",1,אוטומטי,אפור כהה,פרטית,4 חודשים,"2,019 ₪"
1614,"52,000 ₪",חיפה,ניסאן קשקאי QASHQAI ACENTA,2018,1197 ליטר בנזין,"90,170",4,אוטומטי,כסף מטלי,פרטית,1 חודשים,0
1615,"95,900 ₪",חיפה,אאודי Q3 Q3 ADVANCED,2021,1498 ליטר בנזין,"5,000",1,אוטומטי,לבן,פרטית,11 חודשים,"3,366 ₪"
1616,"57,000 ₪",תל אביב יפו,טסלה MODEL 3 MODEL 3 RWD,2022,חשמלי,0,1,אוטומטי,כחול מטאלי,ליסינג,9 חודשים,"3,366 ₪"
1617,"145,000 ₪",חדרה,סיאט אטקה ATECA FR FR,2021,1498 ליטר בנזין,"31,295",1,אוטומטי,שחור פנינה,פרטית,10 חודשים,0
1618,"94,900 ₪",פתח תקווה,קיה פיקנטו PICANTO EX,2017,1248 ליטר בנזין,"34,807",2,אוטומטי,לבן,פרטית,6 חודשים,"1,102 ₪"
1619,"23,500 ₪",קרית אתא,פולקסווגן פאסאט PASSAT COMFORTLINE,2017,1798 ליטר בנזין,"100,000",3,אוטומטי,אפור מטל,ליסינג,0,"2,019 ₪"
1620,"130,000 ₪",ראשון לציון,מרצדס C קלאס C200 4MATIC AMG,2021,1497 ליטר בנזין,"41,840",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,"3,366 ₪"
1621,"39,900 ₪",הרצליה,פולקסווגן פאסאט PASSAT PREMIUM,2011,1798 ליטר בנזין,"223,000",4,אוטומטי,אפור מטל,ליסינג,5 חודשים,"1,508 ₪"
1622,"93,900 ₪",נתניה,מיצובישי ASX ASX INTENSE,2019,1998 ליטר בנזין,"78,000",1,אוטומטי,כסף מטלי,ליסינג,8 חודשים,"1,604 ₪"
1623,"219,999 ₪",חיפה,רנו פלואנס FLUENCE EX,2011,1598 ליטר בנזין,"153,000",1,אוטומטי,כחול,פרטית,4 חודשים,"1,262 ₪"
1624,"104,900 ₪",חדרה,מיצובישי ASX ASX INSTYLE,2020,1998 ליטר בנזין,"138,000",1,אוטומטי,שנהב לבן,ליסינג,5 חודשים,"1,811 ₪"
1625,"82,000 ₪",ראשון לציון,מרצדס CLA קלאס CLA180 PROGRESS FLT,2022,1332 ליטר בנזין,"9,000",1,אוטומטי,שחור,פרטית,0,"3,366 ₪"
1626,"106,900 ₪",פתח תקווה,ג'יפ גראנד צ'ירוקי GRAND CHEROKEE LIMITED,2021,3604 ליטר בנזין,"127,000",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"4,731 ₪"
1627,"99,900 ₪",ראשון לציון,ב מ וו סדרה 4 420I M-SPORT,2022,1998 ליטר בנזין,"13,289",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"4,731 ₪"
1628,"239,900 ₪",ירושלים,סקודה קודיאק KODIAQ STYLE,2020,1498 ליטר בנזין,"58,180",1,אוטומטי,אפור כהה,אחר,11 חודשים,"2,019 ₪"
1629,"232,703 ₪",נתניה,ג'יפ רנגלר WRANGLER SPORT,2018,3604 ליטר בנזין,"35,000",1,אוטומטי,שחור,פרטית,0,"2,563 ₪"
1630,"152,900 ₪",ראשון לציון,קיה ספורטז' SPORTAGE EX,2018,1999 ליטר בנזין,"40,658",1,אוטומטי,לבן,פרטית,1 חודשים,"2,019 ₪"
1631,"68,900 ₪",חיפה,פיג'ו 3008 3008 PREMIUM,2020,1199 ליטר בנזין,"74,293",1,אוטומטי,אפור פלדה,פרטית,12 חודשים,"2,019 ₪"
1632,"79,900 ₪",חיפה,מרצדס GLC 200 4MATIC PREMIUM,2021,1991 ליטר בנזין,"22,000",2,אוטומטי,שחור,פרטית,0,"4,731 ₪"
1633,"320,000 ₪",ירכא,מרצדס GLE 400D COUPE AMG FLT,2023,2925 ליטר דיזל,0,1,אוטומטי,שחור,פרטית,11 חודשים,0
1634,"39,999 ₪",חיפה,טויוטה אוריס HYBRID TS,2016,1798 ליטר בנזין,"191,000",1,אוטומטי,כחול מטל,פרטית,3 חודשים,"1,424 ₪"
1635,"93,000 ₪",חיפה,סובארו אימפרזה IMPREZA STYLE,2016,1600 ליטר בנזין,"125,000",2,אוטומטי,שנהב לבן,ליסינג,4 חודשים,"1,424 ₪"
1636,"19,000 ₪",כפר סבא,פיג'ו 3008 3008 ACTIVE,2020,1199 ליטר בנזין,"88,241",1,אוטומטי,אפור,פרטית,0,"2,130 ₪"
1637,"94,999 ₪",פרדס חנה כרכור,רנו קאדג'ר KADJAR INTENSE,2019,1197 ליטר בנזין,"54,000",1,אוטומטי,שנהב לבן,פרטית,0,"2,130 ₪"
1638,"289,900 ₪",נתניה,ניסאן ג'וק JUKE ACENTA-TECK,2020,999 ליטר בנזין,"20,000",1,אוטומטי,כסף מטלי,פרטית,3 חודשים,"1,811 ₪"
1639,"249,900 ₪",ראשון לציון,קיה סטוניק STONIC EX,2019,998 ליטר בנזין,"56,810",1,אוטומטי,כסף,פרטית,5 חודשים,"1,353 ₪"
1640,"375,000 ₪",עפולה,מזדה CX-5 CX-5 EXECUTIVE,2017,1998 ליטר בנזין,"44,000",1,אוטומטי,שחור,פרטית,7 חודשים,"2,019 ₪"
1641,"170,000 ₪",כפר סבא,פיג'ו 3008 3008 PREMIUM,2020,1199 ליטר בנזין,"75,338",1,אוטומטי,אפור כהה,פרטית,11 חודשים,"2,019 ₪"
1642,"207,000 ₪",נתניה,מיצובישי אאוטלנדר OUTLANDER ELITE,2016,1998 ליטר בנזין,"107,000",2,אוטומטי,אפור,פרטית,4 חודשים,"1,693 ₪"
1643,"122,900 ₪",רמת השרון,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,"132,862",1,אוטומטי,לבן,ליסינג,2 חודשים,"1,604 ₪"
1644,"132,900 ₪",פתח תקווה,מזדה 3 MAZDA 3 SPIRIT,2021,1998 ליטר בנזין,"30,000",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,130 ₪"
1645,"360,000 ₪",רמלה,קיה ספורטז' SPORTAGE URBAN,2018,1999 ליטר בנזין,"86,179",1,אוטומטי,אפור,פרטית,7 חודשים,"1,835 ₪"
